EJER;BILSEG;ENHED;TID;INDHOLD
I alt;Mini;Købspris (mio. kr);2004M01;85,6
I alt;Mini;Gennemsnitlig købspris (kr.);2004M01;129772,0
I alt;Mini;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Mini;Gennemsnitlig km pr liter (liter);2004M01;20,7
I alt;Mini;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Small SUV;Ny registrerede biler (antal);2004M01;98,0
I alt;Small SUV;Købspris (mio. kr);2004M01;22,3
I alt;Small SUV;Gennemsnitlig købspris (kr.);2004M01;227675,0
I alt;Small SUV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Small SUV;Gennemsnitlig km pr liter (liter);2004M01;11,7
I alt;Small SUV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Medium SUV;Ny registrerede biler (antal);2004M01;14,0
I alt;Medium SUV;Købspris (mio. kr);2004M01;4,5
I alt;Medium SUV;Gennemsnitlig købspris (kr.);2004M01;323825,0
I alt;Medium SUV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Medium SUV;Gennemsnitlig km pr liter (liter);2004M01;11,1
I alt;Medium SUV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Large SUV;Ny registrerede biler (antal);2004M01;29,0
I alt;Large SUV;Købspris (mio. kr);2004M01;17,8
I alt;Large SUV;Gennemsnitlig købspris (kr.);2004M01;615262,0
I alt;Large SUV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Large SUV;Gennemsnitlig km pr liter (liter);2004M01;10,6
I alt;Large SUV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Andre bilsegmenter;Ny registrerede biler (antal);2004M01;0,0
I alt;Andre bilsegmenter;Købspris (mio. kr);2004M01;0,0
I alt;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2004M01;0,0
I alt;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2004M01;0,0
I alt;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Uoplyst;Ny registrerede biler (antal);2004M01;155,0
I alt;Uoplyst;Købspris (mio. kr);2004M01;76,7
I alt;Uoplyst;Gennemsnitlig købspris (kr.);2004M01;494735,0
I alt;Uoplyst;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Uoplyst;Gennemsnitlig km pr liter (liter);2004M01;11,0
I alt;Uoplyst;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Small;Ny registrerede biler (antal);2004M01;1944,0
I alt;Small;Købspris (mio. kr);2004M01;310,5
I alt;Small;Gennemsnitlig købspris (kr.);2004M01;159730,0
I alt;Small;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Small;Gennemsnitlig km pr liter (liter);2004M01;17,1
I alt;Small;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Medium;Ny registrerede biler (antal);2004M01;2062,0
I alt;Medium;Købspris (mio. kr);2004M01;508,8
I alt;Medium;Gennemsnitlig købspris (kr.);2004M01;246748,0
I alt;Medium;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Medium;Gennemsnitlig km pr liter (liter);2004M01;14,9
I alt;Medium;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Large;Ny registrerede biler (antal);2004M01;1677,0
I alt;Large;Købspris (mio. kr);2004M01;532,0
I alt;Large;Gennemsnitlig købspris (kr.);2004M01;317238,0
I alt;Large;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Large;Gennemsnitlig km pr liter (liter);2004M01;13,5
I alt;Large;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Executive;Ny registrerede biler (antal);2004M01;133,0
I alt;Executive;Købspris (mio. kr);2004M01;87,6
I alt;Executive;Gennemsnitlig købspris (kr.);2004M01;658602,0
I alt;Executive;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Executive;Gennemsnitlig km pr liter (liter);2004M01;12,7
I alt;Executive;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Luxury;Ny registrerede biler (antal);2004M01;3,0
I alt;Luxury;Købspris (mio. kr);2004M01;3,4
I alt;Luxury;Gennemsnitlig købspris (kr.);2004M01;1133888,0
I alt;Luxury;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Luxury;Gennemsnitlig km pr liter (liter);2004M01;8,8
I alt;Luxury;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Sport;Ny registrerede biler (antal);2004M01;9,0
I alt;Sport;Købspris (mio. kr);2004M01;4,9
I alt;Sport;Gennemsnitlig købspris (kr.);2004M01;548484,0
I alt;Sport;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Sport;Gennemsnitlig km pr liter (liter);2004M01;9,8
I alt;Sport;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Small MPV;Ny registrerede biler (antal);2004M01;734,0
I alt;Small MPV;Købspris (mio. kr);2004M01;148,8
I alt;Small MPV;Gennemsnitlig købspris (kr.);2004M01;202671,0
I alt;Small MPV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Small MPV;Gennemsnitlig km pr liter (liter);2004M01;14,6
I alt;Small MPV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;Large MPV;Ny registrerede biler (antal);2004M01;188,0
I alt;Large MPV;Købspris (mio. kr);2004M01;65,3
I alt;Large MPV;Gennemsnitlig købspris (kr.);2004M01;347171,0
I alt;Large MPV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I alt;Large MPV;Gennemsnitlig km pr liter (liter);2004M01;12,9
I alt;Large MPV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;I alt;Ny registrerede biler (antal);2004M01;5306,0
I husholdningerne;I alt;Købspris (mio. kr);2004M01;1220,0
I husholdningerne;I alt;Gennemsnitlig købspris (kr.);2004M01;229932,0
I husholdningerne;I alt;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;I alt;Gennemsnitlig km pr liter (liter);2004M01;15,7
I husholdningerne;I alt;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Mini;Ny registrerede biler (antal);2004M01;511,0
I husholdningerne;Mini;Købspris (mio. kr);2004M01;66,5
I husholdningerne;Mini;Gennemsnitlig købspris (kr.);2004M01;130069,0
I husholdningerne;Mini;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Mini;Gennemsnitlig km pr liter (liter);2004M01;21,1
I husholdningerne;Mini;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Small SUV;Ny registrerede biler (antal);2004M01;91,0
I husholdningerne;Small SUV;Købspris (mio. kr);2004M01;20,8
I husholdningerne;Small SUV;Gennemsnitlig købspris (kr.);2004M01;228933,0
I husholdningerne;Small SUV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Small SUV;Gennemsnitlig km pr liter (liter);2004M01;11,8
I husholdningerne;Small SUV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Medium SUV;Ny registrerede biler (antal);2004M01;8,0
I husholdningerne;Medium SUV;Købspris (mio. kr);2004M01;2,6
I husholdningerne;Medium SUV;Gennemsnitlig købspris (kr.);2004M01;328486,0
I husholdningerne;Medium SUV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Medium SUV;Gennemsnitlig km pr liter (liter);2004M01;11,3
I husholdningerne;Medium SUV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Large SUV;Ny registrerede biler (antal);2004M01;15,0
I husholdningerne;Large SUV;Købspris (mio. kr);2004M01;8,8
I husholdningerne;Large SUV;Gennemsnitlig købspris (kr.);2004M01;588105,0
I husholdningerne;Large SUV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Large SUV;Gennemsnitlig km pr liter (liter);2004M01;10,7
I husholdningerne;Large SUV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Andre bilsegmenter;Ny registrerede biler (antal);2004M01;0,0
I husholdningerne;Andre bilsegmenter;Købspris (mio. kr);2004M01;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2004M01;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2004M01;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Uoplyst;Ny registrerede biler (antal);2004M01;88,0
I husholdningerne;Uoplyst;Købspris (mio. kr);2004M01;45,6
I husholdningerne;Uoplyst;Gennemsnitlig købspris (kr.);2004M01;517905,0
I husholdningerne;Uoplyst;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Uoplyst;Gennemsnitlig km pr liter (liter);2004M01;10,8
I husholdningerne;Uoplyst;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Small;Ny registrerede biler (antal);2004M01;1458,0
I husholdningerne;Small;Købspris (mio. kr);2004M01;233,5
I husholdningerne;Small;Gennemsnitlig købspris (kr.);2004M01;160142,0
I husholdningerne;Small;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Small;Gennemsnitlig km pr liter (liter);2004M01;17,1
I husholdningerne;Small;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Medium;Ny registrerede biler (antal);2004M01;1475,0
I husholdningerne;Medium;Købspris (mio. kr);2004M01;357,6
I husholdningerne;Medium;Gennemsnitlig købspris (kr.);2004M01;242408,0
I husholdningerne;Medium;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Medium;Gennemsnitlig km pr liter (liter);2004M01;15,0
I husholdningerne;Medium;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Large;Ny registrerede biler (antal);2004M01;927,0
I husholdningerne;Large;Købspris (mio. kr);2004M01;286,9
I husholdningerne;Large;Gennemsnitlig købspris (kr.);2004M01;309463,0
I husholdningerne;Large;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Large;Gennemsnitlig km pr liter (liter);2004M01;13,7
I husholdningerne;Large;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Executive;Ny registrerede biler (antal);2004M01;76,0
I husholdningerne;Executive;Købspris (mio. kr);2004M01;50,3
I husholdningerne;Executive;Gennemsnitlig købspris (kr.);2004M01;661471,0
I husholdningerne;Executive;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Executive;Gennemsnitlig km pr liter (liter);2004M01;13,1
I husholdningerne;Executive;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Luxury;Ny registrerede biler (antal);2004M01;0,0
I husholdningerne;Luxury;Købspris (mio. kr);2004M01;0,0
I husholdningerne;Luxury;Gennemsnitlig købspris (kr.);2004M01;0,0
I husholdningerne;Luxury;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Luxury;Gennemsnitlig km pr liter (liter);2004M01;0,0
I husholdningerne;Luxury;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Sport;Ny registrerede biler (antal);2004M01;3,0
I husholdningerne;Sport;Købspris (mio. kr);2004M01;1,5
I husholdningerne;Sport;Gennemsnitlig købspris (kr.);2004M01;511784,0
I husholdningerne;Sport;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Sport;Gennemsnitlig km pr liter (liter);2004M01;9,3
I husholdningerne;Sport;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Small MPV;Ny registrerede biler (antal);2004M01;542,0
I husholdningerne;Small MPV;Købspris (mio. kr);2004M01;107,6
I husholdningerne;Small MPV;Gennemsnitlig købspris (kr.);2004M01;198599,0
I husholdningerne;Small MPV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Small MPV;Gennemsnitlig km pr liter (liter);2004M01;14,6
I husholdningerne;Small MPV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I husholdningerne;Large MPV;Ny registrerede biler (antal);2004M01;112,0
I husholdningerne;Large MPV;Købspris (mio. kr);2004M01;38,3
I husholdningerne;Large MPV;Gennemsnitlig købspris (kr.);2004M01;342285,0
I husholdningerne;Large MPV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I husholdningerne;Large MPV;Gennemsnitlig km pr liter (liter);2004M01;12,9
I husholdningerne;Large MPV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;I alt;Ny registrerede biler (antal);2004M01;2400,0
I erhvervene;I alt;Købspris (mio. kr);2004M01;648,3
I erhvervene;I alt;Gennemsnitlig købspris (kr.);2004M01;270118,0
I erhvervene;I alt;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;I alt;Gennemsnitlig km pr liter (liter);2004M01;14,8
I erhvervene;I alt;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Mini;Ny registrerede biler (antal);2004M01;149,0
I erhvervene;Mini;Købspris (mio. kr);2004M01;19,2
I erhvervene;Mini;Gennemsnitlig købspris (kr.);2004M01;128754,0
I erhvervene;Mini;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Mini;Gennemsnitlig km pr liter (liter);2004M01;19,4
I erhvervene;Mini;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Small SUV;Ny registrerede biler (antal);2004M01;7,0
I erhvervene;Small SUV;Købspris (mio. kr);2004M01;1,5
I erhvervene;Small SUV;Gennemsnitlig købspris (kr.);2004M01;211326,0
I erhvervene;Small SUV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Small SUV;Gennemsnitlig km pr liter (liter);2004M01;11,5
I erhvervene;Small SUV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Medium SUV;Ny registrerede biler (antal);2004M01;6,0
I erhvervene;Medium SUV;Købspris (mio. kr);2004M01;1,9
I erhvervene;Medium SUV;Gennemsnitlig købspris (kr.);2004M01;317610,0
I erhvervene;Medium SUV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Medium SUV;Gennemsnitlig km pr liter (liter);2004M01;10,8
I erhvervene;Medium SUV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Large SUV;Ny registrerede biler (antal);2004M01;14,0
I erhvervene;Large SUV;Købspris (mio. kr);2004M01;9,0
I erhvervene;Large SUV;Gennemsnitlig købspris (kr.);2004M01;644359,0
I erhvervene;Large SUV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Large SUV;Gennemsnitlig km pr liter (liter);2004M01;10,5
I erhvervene;Large SUV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Andre bilsegmenter;Ny registrerede biler (antal);2004M01;0,0
I erhvervene;Andre bilsegmenter;Købspris (mio. kr);2004M01;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2004M01;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2004M01;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Uoplyst;Ny registrerede biler (antal);2004M01;67,0
I erhvervene;Uoplyst;Købspris (mio. kr);2004M01;31,1
I erhvervene;Uoplyst;Gennemsnitlig købspris (kr.);2004M01;464303,0
I erhvervene;Uoplyst;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Uoplyst;Gennemsnitlig km pr liter (liter);2004M01;11,3
I erhvervene;Uoplyst;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Small;Ny registrerede biler (antal);2004M01;486,0
I erhvervene;Small;Købspris (mio. kr);2004M01;77,0
I erhvervene;Small;Gennemsnitlig købspris (kr.);2004M01;158496,0
I erhvervene;Small;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Small;Gennemsnitlig km pr liter (liter);2004M01;17,2
I erhvervene;Small;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Medium;Ny registrerede biler (antal);2004M01;587,0
I erhvervene;Medium;Købspris (mio. kr);2004M01;151,2
I erhvervene;Medium;Gennemsnitlig købspris (kr.);2004M01;257654,0
I erhvervene;Medium;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Medium;Gennemsnitlig km pr liter (liter);2004M01;14,6
I erhvervene;Medium;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Large;Ny registrerede biler (antal);2004M01;750,0
I erhvervene;Large;Købspris (mio. kr);2004M01;245,1
I erhvervene;Large;Gennemsnitlig købspris (kr.);2004M01;326848,0
I erhvervene;Large;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Large;Gennemsnitlig km pr liter (liter);2004M01;13,2
I erhvervene;Large;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Executive;Ny registrerede biler (antal);2004M01;57,0
I erhvervene;Executive;Købspris (mio. kr);2004M01;37,3
I erhvervene;Executive;Gennemsnitlig købspris (kr.);2004M01;654777,0
I erhvervene;Executive;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Executive;Gennemsnitlig km pr liter (liter);2004M01;12,2
I erhvervene;Executive;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Luxury;Ny registrerede biler (antal);2004M01;3,0
I erhvervene;Luxury;Købspris (mio. kr);2004M01;3,4
I erhvervene;Luxury;Gennemsnitlig købspris (kr.);2004M01;1133888,0
I erhvervene;Luxury;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Luxury;Gennemsnitlig km pr liter (liter);2004M01;8,8
I erhvervene;Luxury;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Sport;Ny registrerede biler (antal);2004M01;6,0
I erhvervene;Sport;Købspris (mio. kr);2004M01;3,4
I erhvervene;Sport;Gennemsnitlig købspris (kr.);2004M01;566834,0
I erhvervene;Sport;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Sport;Gennemsnitlig km pr liter (liter);2004M01;10,1
I erhvervene;Sport;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Small MPV;Ny registrerede biler (antal);2004M01;192,0
I erhvervene;Small MPV;Købspris (mio. kr);2004M01;41,1
I erhvervene;Small MPV;Gennemsnitlig købspris (kr.);2004M01;214166,0
I erhvervene;Small MPV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Small MPV;Gennemsnitlig km pr liter (liter);2004M01;14,7
I erhvervene;Small MPV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I erhvervene;Large MPV;Ny registrerede biler (antal);2004M01;76,0
I erhvervene;Large MPV;Købspris (mio. kr);2004M01;26,9
I erhvervene;Large MPV;Gennemsnitlig købspris (kr.);2004M01;354370,0
I erhvervene;Large MPV;Gennemsnitlig motoreffekt (kW);2004M01;0,0
I erhvervene;Large MPV;Gennemsnitlig km pr liter (liter);2004M01;12,9
I erhvervene;Large MPV;Gennemsnitlig slagvolumen (cm3);2004M01;0,0
I alt;I alt;Ny registrerede biler (antal);2004M02;7530,0
I alt;I alt;Købspris (mio. kr);2004M02;1820,2
I alt;I alt;Gennemsnitlig købspris (kr.);2004M02;241732,0
I alt;I alt;Gennemsnitlig motoreffekt (kW);2004M02;0,0
I alt;I alt;Gennemsnitlig km pr liter (liter);2004M02;15,2
I alt;I alt;Gennemsnitlig slagvolumen (cm3);2004M02;0,0
I alt;Mini;Ny registrerede biler (antal);2004M02;498,0
I alt;Mini;Købspris (mio. kr);2004M02;65,3
I alt;Mini;Gennemsnitlig købspris (kr.);2004M02;131132,0
I alt;Mini;Gennemsnitlig motoreffekt (kW);2004M02;0,0
I alt;Mini;Gennemsnitlig km pr liter (liter);2004M02;20,7
I alt;Mini;Gennemsnitlig slagvolumen (cm3);2004M02;0,0
I alt;Small SUV;Ny registrerede biler (antal);2004M02;68,0
I alt;Small SUV;Købspris (mio. kr);2004M02;15,9
I alt;Small SUV;Gennemsnitlig købspris (kr.);2004M02;234482,0
I alt;Small SUV;Gennemsnitlig motoreffekt (kW);2004M02;0,0
I alt;Small SUV;Gennemsnitlig km pr liter (liter);2004M02;11,6
I alt;Small SUV;Gennemsnitlig slagvolumen (cm3);2004M02;0,0
I alt;Medium SUV;Ny registrerede biler (antal);2004M02;41,0
I alt;Medium SUV;Købspris (mio. kr);2004M02;14,3
I alt;Medium SUV;Gennemsnitlig købspris (kr.);2004M02;349102,0
I alt;Medium SUV;Gennemsnitlig motoreffekt (kW);2004M02;0,0
I alt;Medium SUV;Gennemsnitlig km pr liter (liter);2004M02;11,3
I alt;Medium SUV;Gennemsnitlig slagvolumen (cm3);2004M02;0,0
I alt;Large SUV;Ny registrerede biler (antal);2004M02;26,0
I alt;Large SUV;Købspris (mio. kr);2004M02;15,6
I alt;Large SUV;Gennemsnitlig købspris (kr.);2004M02;600625,0
I alt;Large SUV;Gennemsnitlig motoreffekt (kW);2004M02;0,0
I alt;Large SUV;Gennemsnitlig km pr liter (liter);2004M02;9,9
I alt;Large SUV;Gennemsnitlig slagvolumen (cm3);2004M02;0,0
I alt;Andre bilsegmenter;Ny registrerede biler (antal);2004M02;0,0
I alt;Andre bilsegmenter;Købspris (mio. kr);2004M02;0,0
I alt;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2004M02;0,0
I alt;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2004M02;0,0
I alt;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2004M02;0,0
I alt;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2004M02;0,0
I alt;Uoplyst;Ny registrerede biler (antal);2004M02;137,0
I alt;Uoplyst;Købspris (mio. kr);2004M02;67,5
I alt;Uoplyst;Gennemsnitlig købspris (kr.);2004M02;492564,0
I alt;Uoplyst;Gennemsnitlig motoreffekt (kW);2004M02;0,0
I alt;Uoplyst;Gennemsnitlig km pr liter (liter);2004M02;10,6
I alt;Uoplyst;Gennemsnitlig slagvolumen (cm3);2004M02;0,0
I alt;Small;Ny registrerede biler (antal);2004M02;1851,0
I alt;Small;Købspris (mio. kr);2004M02;295,0
I alt;Small;Gennemsnitlig købspris (kr.);2004M02;159379,0
I alt;Small;Gennemsnitlig motoreffekt (kW);2004M02;0,0
I alt;Small;Gennemsnitlig km pr liter (liter);2004M02;17,1
I alt;Small;Gennemsnitlig slagvolumen (cm3);2004M02;0,0
I alt;Medium;Ny registrerede biler (antal);2004M02;2125,0
I alt;Medium;Købspris (mio. kr);2004M02;515,9
I alt;Medium;Gennemsnitlig købspris (kr.);2004M02;242795,0
I alt;Medium;Gennemsnitlig motoreffekt (kW);2004M02;0,0
I alt;Medium;Gennemsnitlig km pr liter (liter);2004M02;14,9
I alt;Medium;Gennemsnitlig slagvolumen (cm3);2004M02;0,0
I alt;Large;Ny registrerede biler (antal);2004M02;1609,0
I alt;Large;Købspris (mio. kr);2004M02;494,2
I alt;Large;Gennemsnitlig købspris (kr.);2004M02;307172,0
I alt;Large;Gennemsnitlig motoreffekt (kW);2004M02;0,0
I alt;Large;Gennemsnitlig km pr liter (liter);2004M02;13,2
I alt;Large;Gennemsnitlig slagvolumen (cm3);2004M02;0,0
I alt;Executive;Ny registrerede biler (antal);2004M02;123,0
I alt;Executive;Købspris (mio. kr);2004M02;75,0
I alt;Executive;Gennemsnitlig købspris (kr.);2004M02;609619,0
I alt;Executive;Gennemsnitlig motoreffekt (kW);2004M02;0,0
I alt;Executive;Gennemsnitlig km pr liter (liter);2004M02;12,3
I alt;Executive;Gennemsnitlig slagvolumen (cm3);2004M02;0,0
I alt;Luxury;Ny registrerede biler (antal);2004M02;4,0
I alt;Luxury;Købspris (mio. kr);2004M02;8,3
I alt;Luxury;Gennemsnitlig købspris (kr.);2004M02;2086507,0
I alt;Luxury;Gennemsnitlig motoreffekt (kW);2004M02;0,0
I alt;Luxury;Gennemsnitlig km pr liter (liter);2004M02;8,8
I alt;Luxury;Gennemsnitlig slagvolumen (cm3);2004M02;0,0
I alt;Sport;Ny registrerede biler (antal);2004M02;11,0
I alt;Sport;Købspris (mio. kr);2004M02;7,6
I alt;Sport;Gennemsnitlig købspris (kr.);2004M02;694962,0
I alt;Sport;Gennemsnitlig motoreffekt (kW);2004M02;0,0
